year,size,allocated_overhead,gross_value_of_production,net_value,operating_costs,16_percent_protein_feed_value,milk_cow,milk_per_cow_quarterly,milk_production_quarterly,replacement_cow_price,average_number_of_milk_cows_in_the_united_states,average_price_paid_for_milk,dairy_cow_prices,dairy_feed_value,milk-feed_ratio,milk_per_cow_annual,milk_production_annual,milk_volume_required_to_buy_a_cow,milk_production_quarterly_cwt,avg_num_milk_cows_US,milk_vol_req_buy_a_cow,cost_per_HWS,cost_per_cow_annual,operating_cost_share,overhead_cost_share,value_per_cow,production_efficiency_index,gross_margin,net_margin,margin_per_cwt,margin_per_cow,milk_price_feed_price_gap,feed_cost_pressure,predicted_margin
2022,2000_cows_or_more,5.460000172257423,26.499999582767487,12.339999675750732,17.590000420808792,13.432499885559082,9399750000000.0,0.00602175,56604.0,1597.5,9400.0,25.3,1597.5,13.39,1.89,24087.0,2.26416e+17,6314.0,566040000.0,9400000.0,63.14,23.050000593066216,0.555205364285186,0.7631236428731428,0.2368763571268572,0.6094011,1.0976138546222258,8.909999161958694,3.449998989701271,3.449998989701271,0.0008310012566493452,11.91,0.5292490118577076,2.18687936649099
2022,200_to_499_cows,11.589999951422215,26.780000627040863,3.7199997901916504,19.1199999935925,13.432499885559082,9399750000000.0,0.00602175,56604.0,1597.5,9400.0,25.3,1597.5,13.39,1.89,24087.0,2.26416e+17,6314.0,566040000.0,9400000.0,63.14,30.709999945014715,0.7397117686755694,0.622598503022672,0.377401496977328,0.6094011,0.8238358855519001,7.660000633448362,-3.929999317973852,-3.929999317973852,-0.0009466189357203619,11.91,0.5292490118577076,-4.761719707060605
2022,500_to_999_cows,8.000000197440386,28.06999969482422,9.82999986410141,19.150000281631947,13.432499885559082,9399750000000.0,0.00602175,56604.0,1597.5,9400.0,25.3,1597.5,13.39,1.89,24087.0,2.26416e+17,6314.0,566040000.0,9400000.0,63.14,27.150000479072332,0.6539620615394153,0.7053406977430104,0.29465930225698955,0.6094011,0.9318600203893793,8.919999413192272,0.9199992157518864,0.9199992157518864,0.00022160021109815688,11.91,0.5292490118577076,0.3054196058660746
2022,50_to_99_cows,18.299999564886093,29.780000925064087,-2.8000001907348633,22.0400003567338,13.432499885559082,9399750000000.0,0.00602175,56604.0,1597.5,9400.0,25.3,1597.5,13.39,1.89,24087.0,2.26416e+17,6314.0,566040000.0,9400000.0,63.14,40.33999992161989,0.9716695781120583,0.546355984123878,0.45364401587612196,0.6094011,0.6271690641833808,7.740000568330288,-10.559998996555805,-10.559998996555805,-0.002543586958300397,11.91,0.5292490118577076,-11.653079266179352
2022,all_sizes,8.769999671727419,27.34000027179718,8.789999732747674,18.560000263154507,13.432499885559082,9399750000000.0,0.00602175,56604.0,1597.5,9400.0,25.3,1597.5,13.39,1.89,24087.0,2.26416e+17,6314.0,566040000.0,9400000.0,63.14,27.329999934881926,0.6582977084315009,0.6791072194429807,0.32089278055701936,0.6094011,0.9257226513092308,8.780000008642673,0.010000336915254593,0.010000336915254593,2.4087811527773737e-06,11.91,0.5292490118577076,-0.33649984208121897
2022,fewer_than_50_cows,27.72999919950962,30.81999957561493,-8.49000072479248,21.190000139176846,13.432499885559082,9399750000000.0,0.00602175,56604.0,1597.5,9400.0,25.3,1597.5,13.39,1.89,24087.0,2.26416e+17,6314.0,566040000.0,9400000.0,63.14,48.919999338686466,1.1783360240709408,0.4331561820447443,0.5668438179552557,0.6094011,0.5171708982422755,9.629999436438084,-18.099999763071537,-18.099999763071537,-0.004359746942931042,11.91,0.5292490118577076,-20.78671919181198
2023,1000_to_1999_cows,7.450000056996942,22.73999959230423,4.039999723434448,17.010000178590417,12.347500085830688,9383500000000.0,0.006029249999999999,56577.75,1762.5,9384.0,20.3,1762.5,12.16,1.67,24116.999999999996,2.26311e+17,8682.0,565777500.0,9384000.0,86.82,24.46000023558736,0.5899018256816603,0.6954210962697465,0.3045789037302536,0.48957509999999993,0.8299264024726014,5.729999413713813,-1.7200006432831287,-1.7200006432831287,-0.0004148125551405921,8.14,0.5990147783251232,-1.7035603534914554
2023,100_to_199_cows,13.900000151246786,23.08999913930893,-5.130000591278076,18.71000018902123,12.347500085830688,9383500000000.0,0.006029249999999999,56577.75,1762.5,9384.0,20.3,1762.5,12.16,1.67,24116.999999999996,2.26311e+17,8682.0,565777500.0,9384000.0,86.82,32.610000340268016,0.7864553782062436,0.5737503831276395,0.42624961687236046,0.48957509999999993,0.622508426500469,4.3799989502877,-9.520001200959086,-9.520001200959086,-0.0022959386896353024,8.14,0.5990147783251232,-6.4859002754539254
2023,2000_cows_or_more,5.709999963641167,21.620000958442688,4.670000076293945,16.420000560581684,12.347500085830688,9383500000000.0,0.006029249999999999,56577.75,1762.5,9384.0,20.3,1762.5,12.16,1.67,24116.999999999996,2.26311e+17,8682.0,565777500.0,9384000.0,86.82,22.13000052422285,0.5337092226426824,0.741979221492057,0.258020778507943,0.48957509999999993,0.9173068015872939,5.200000397861004,-0.5099995657801628,-0.5099995657801628,-0.00012299659527920185,8.14,0.5990147783251232,-0.2624399120286107
2023,200_to_499_cows,12.089999783784151,22.139999210834503,-4.500000238418579,18.35000023059547,12.347500085830688,9383500000000.0,0.006029249999999999,56577.75,1762.5,9384.0,20.3,1762.5,12.16,1.67,24116.999999999996,2.26311e+17,8682.0,565777500.0,9384000.0,86.82,30.44000001437962,0.7341214803467931,0.6028252372512178,0.39717476274878216,0.48957509999999993,0.6668856764260985,3.7899989802390337,-8.300000803545117,-8.300000803545117,-0.0020017111937909757,8.14,0.5990147783251232,-6.899320415448398
2023,500_to_999_cows,8.369999874383211,23.150000631809235,1.559999942779541,18.189999721944332,12.347500085830688,9383500000000.0,0.006029249999999999,56577.75,1762.5,9384.0,20.3,1762.5,12.16,1.67,24116.999999999996,2.26311e+17,8682.0,565777500.0,9384000.0,86.82,26.559999596327543,0.6405475102646313,0.684864457771282,0.315135542228718,0.48957509999999993,0.7643072405319947,4.9600009098649025,-3.4099989645183086,-3.4099989645183086,-0.0008223894502728804,8.14,0.5990147783251232,-2.6249394176080822
2023,50_to_99_cows,19.120000571012497,24.760000824928284,-12.150000095367432,21.2800003439188,12.347500085830688,9383500000000.0,0.006029249999999999,56577.75,1762.5,9384.0,20.3,1762.5,12.16,1.67,24116.999999999996,2.26311e+17,8682.0,565777500.0,9384000.0,86.82,40.4000009149313,0.9743268220653979,0.5267326698513514,0.47326733014864864,0.48957509999999993,0.5024752361452891,3.4800004810094833,-15.640000090003014,-15.640000090003014,-0.0037718988217060262,8.14,0.5990147783251232,-14.116919759113342
2023,all_sizes,9.170000148937106,22.509999752044678,0.6999998092651367,17.569999746978283,12.347500085830688,9383500000000.0,0.006029249999999999,56577.75,1762.5,9384.0,20.3,1762.5,12.16,1.67,24116.999999999996,2.26311e+17,8682.0,565777500.0,9384000.0,86.82,26.73999989591539,0.6448885774897913,0.6570680559225488,0.34293194407745115,0.48957509999999993,0.7591623066199369,4.940000005066395,-4.230000143870711,-4.230000143870711,-0.0010201491346972992,8.14,0.5990147783251232,-3.5560999347940085
2023,fewer_than_50_cows,28.959999531507492,25.87000036239624,-18.179999828338623,20.469999730587006,12.347500085830688,9383500000000.0,0.006029249999999999,56577.75,1762.5,9384.0,20.3,1762.5,12.16,1.67,24116.999999999996,2.26311e+17,8682.0,565777500.0,9384000.0,86.82,49.4299992620945,1.1921032922039327,0.41412097989417673,0.5858790201058233,0.48957509999999993,0.4106817783338933,5.400000631809235,-23.559998899698257,-23.559998899698257,-0.005681964934640228,8.14,0.5990147783251232,-21.54647920128703
2024,1000_to_1999_cows,7.599999913945794,25.120000422000885,15.09000039100647,13.770000154152513,9.15250015258789,9342250000000.0,0.00604425,56467.0,2242.5,9342.0,22.6,2242.5,9.11,2.48,24178.0,2.25868e+17,9923.0,564670000.0,9342000.0,99.23,21.370000068098307,0.516683861646481,0.6443612592546842,0.35563874074531576,0.5464228000000001,1.0575573199804462,11.350000267848372,3.7500003539025784,3.7500003539025784,0.0009066750855665655,13.490000000000002,0.4030973451327433,1.9409597167558967
2024,100_to_199_cows,14.359999842941761,25.689999759197235,5.980000019073486,15.51000003144145,9.15250015258789,9342250000000.0,0.00604425,56467.0,2242.5,9342.0,22.6,2242.5,9.11,2.48,24178.0,2.25868e+17,9923.0,564670000.0,9342000.0,99.23,29.86999987438321,0.7221968569628373,0.5192500869323059,0.48074991306769405,0.5464228000000001,0.7566119884513951,10.179999727755785,-4.180000115185976,-4.180000115185976,-0.0010106404278496654,13.490000000000002,0.4030973451327433,-4.1594199930131435
2024,2000_cows_or_more,5.839999869465828,23.96999943256378,15.869999885559082,13.099999882280827,9.15250015258789,9342250000000.0,0.00604425,56467.0,2242.5,9342.0,22.6,2242.5,9.11,2.48,24178.0,2.25868e+17,9923.0,564670000.0,9342000.0,99.23,18.939999751746655,0.4579313139977306,0.6916578697986909,0.3083421302013091,0.5464228000000001,1.1932418319021267,10.869999550282955,5.029999680817127,5.029999680817127,0.001216153322827965,13.490000000000002,0.4030973451327433,3.793939643744379
2024,200_to_499_cows,12.419999826699495,24.60999995470047,6.520000219345093,15.14999976567924,9.15250015258789,9342250000000.0,0.00604425,56467.0,2242.5,9342.0,22.6,2242.5,9.11,2.48,24178.0,2.25868e+17,9923.0,564670000.0,9342000.0,99.23,27.569999592378736,0.6665874501445331,0.5495103369485433,0.4504896630514567,0.5464228000000001,0.819731604430179,9.46000018902123,-2.9599996376782656,-2.9599996376782656,-0.000715668712397851,13.490000000000002,0.4030973451327433,-3.628079749584198
2024,500_to_999_cows,8.569999981671572,25.619999945163727,12.940000057220459,14.870000042021275,9.15250015258789,9342250000000.0,0.00604425,56467.0,2242.5,9342.0,22.6,2242.5,9.11,2.48,24178.0,2.25868e+17,9923.0,564670000.0,9342000.0,99.23,23.440000023692846,0.5667323205728457,0.634385666680498,0.36561433331950205,0.5464228000000001,0.9641638215510331,10.749999903142452,2.1799999214708805,2.1799999214708805,0.0005270803810132295,13.490000000000002,0.4030973451327433,1.0814200275689363
2024,50_to_99_cows,19.790000446140766,27.5099995136261,0.039999961853027344,17.619999654591084,9.15250015258789,9342250000000.0,0.00604425,56467.0,2242.5,9342.0,22.6,2242.5,9.11,2.48,24178.0,2.25868e+17,9923.0,564670000.0,9342000.0,99.23,37.41000010073185,0.9044989824354948,0.47099704910843837,0.5290029508915616,0.5464228000000001,0.6041165447513025,9.889999859035015,-9.900000587105751,-9.900000587105751,-0.0023936221419504286,13.490000000000002,0.4030973451327433,-13.829999654296786
2024,all_sizes,9.41000003926456,24.939999222755432,11.940000295639038,14.239999987185001,9.15250015258789,9342250000000.0,0.00604425,56467.0,2242.5,9342.0,22.6,2242.5,9.11,2.48,24178.0,2.25868e+17,9923.0,564670000.0,9342000.0,99.23,23.65000002644956,0.5718097006394975,0.6021141636896129,0.39788583631038704,0.5464228000000001,0.9556025359291642,10.69999923557043,1.289999196305871,1.289999196305871,0.00031189600568283353,13.490000000000002,0.4030973451327433,-1.398279923144728
2024,fewer_than_50_cows,30.189999908208847,28.670000433921814,-7.069998741149902,17.1099995970726,9.15250015258789,9342250000000.0,0.00604425,56467.0,2242.5,9342.0,22.6,2242.5,9.11,2.48,24178.0,2.25868e+17,9923.0,564670000.0,9342000.0,99.23,47.29999950528145,1.143619388038695,0.36173361048686953,0.6382663895131304,0.5464228000000001,0.4778012734963458,11.560000836849213,-18.629999071359634,-18.629999071359634,-0.004504361175473332,13.490000000000002,0.4030973451327433,-19.097379267219456
